"name","age","fare","sex","survived","embarked","passenger.class"
"Lindqvist, Mr. Eino William",20,7.925,"male","yes","Southhampton",3
"Linehan, Mr. Michael",NA,7.8792,"male","no","Queenstown",3
"Ling, Mr. Lee",28,56.4958,"male","no","Southhampton",3
"Lithman, Mr. Simon",NA,7.55,"male","no","Southhampton",3
"Lobb, Mr. William Arthur",30,16.1,"male","no","Southhampton",3
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,16.1,"female","no","Southhampton",3
"Lockyer, Mr. Edward",NA,7.8792,"male","no","Southhampton",3
"Lovell, Mr. John Hall (""Henry"")",20.5,7.25,"male","no","Southhampton",3
"Lulic, Mr. Nikola",27,8.6625,"male","yes","Southhampton",3
"Lundahl, Mr. Johan Svensson",51,7.0542,"male","no","Southhampton",3
"Lundin, Miss. Olga Elida",23,7.8542,"female","yes","Southhampton",3
"Lundstrom, Mr. Thure Edvin",32,7.5792,"male","yes","Southhampton",3
"Lyntakoff, Mr. Stanko",NA,7.8958,"male","no","Southhampton",3
"MacKay, Mr. George William",NA,7.55,"male","no","Southhampton",3
"Madigan, Miss. Margaret ""Maggie""",NA,7.75,"female","yes","Queenstown",3
"Madsen, Mr. Fridtjof Arne",24,7.1417,"male","yes","Southhampton",3
"Maenpaa, Mr. Matti Alexanteri",22,7.125,"male","no","Southhampton",3
"Mahon, Miss. Bridget Delia",NA,7.8792,"female","no","Queenstown",3
"Mahon, Mr. John",NA,7.75,"male","no","Queenstown",3
"Maisner, Mr. Simon",NA,8.05,"male","no","Southhampton",3
"Makinen, Mr. Kalle Edvard",29,7.925,"male","no","Southhampton",3
"Mamee, Mr. Hanna",NA,7.2292,"male","yes","Cherbourg",3
"Mangan, Miss. Mary",30.5,7.75,"female","no","Queenstown",3
"Mannion, Miss. Margareth",NA,7.7375,"female","yes","Queenstown",3
"Mardirosian, Mr. Sarkis",NA,7.2292,"male","no","Cherbourg",3
"Markoff, Mr. Marin",35,7.8958,"male","no","Cherbourg",3
"Markun, Mr. Johann",33,7.8958,"male","no","Southhampton",3
"Masselmani, Mrs. Fatima",NA,7.225,"female","yes","Cherbourg",3
"Matinoff, Mr. Nicola",NA,7.8958,"male","no","Cherbourg",3
"McCarthy, Miss. Catherine ""Katie""",NA,7.75,"female","yes","Queenstown",3
"McCormack, Mr. Thomas Joseph",NA,7.75,"male","yes","Queenstown",3
"McCoy, Miss. Agnes",NA,23.25,"female","yes","Queenstown",3
"McCoy, Miss. Alicia",NA,23.25,"female","yes","Queenstown",3
"McCoy, Mr. Bernard",NA,23.25,"male","yes","Queenstown",3
"McDermott, Miss. Brigdet Delia",NA,7.7875,"female","yes","Queenstown",3
"McEvoy, Mr. Michael",NA,15.5,"male","no","Queenstown",3
"McGovern, Miss. Mary",NA,7.8792,"female","yes","Queenstown",3
"McGowan, Miss. Anna ""Annie""",15,8.0292,"female","yes","Queenstown",3
"McGowan, Miss. Katherine",35,7.75,"female","no","Queenstown",3
"McMahon, Mr. Martin",NA,7.75,"male","no","Queenstown",3
"McNamee, Mr. Neal",24,16.1,"male","no","Southhampton",3
"McNamee, Mrs. Neal (Eileen O'Leary)",19,16.1,"female","no","Southhampton",3
"McNeill, Miss. Bridget",NA,7.75,"female","no","Queenstown",3
"Meanwell, Miss. (Marion Ogden)",NA,8.05,"female","no","Southhampton",3
"Meek, Mrs. Thomas (Annie Louise Rowley)",NA,8.05,"female","no","Southhampton",3
"Meo, Mr. Alfonzo",55.5,8.05,"male","no","Southhampton",3
"Mernagh, Mr. Robert",NA,7.75,"male","no","Queenstown",3
"Midtsjo, Mr. Karl Albert",21,7.775,"male","yes","Southhampton",3
"Miles, Mr. Frank",NA,8.05,"male","no","Southhampton",3
"Mineff, Mr. Ivan",24,7.8958,"male","no","Southhampton",3
"Minkoff, Mr. Lazar",21,7.8958,"male","no","Southhampton",3
"Mionoff, Mr. Stoytcho",28,7.8958,"male","no","Southhampton",3
"Mitkoff, Mr. Mito",NA,7.8958,"male","no","Southhampton",3
"Mockler, Miss. Helen Mary ""Ellie""",NA,7.8792,"female","yes","Queenstown",3
"Moen, Mr. Sigurd Hansen",25,7.65,"male","no","Southhampton",3
"Moor, Master. Meier",6,12.475,"male","yes","Southhampton",3
"Moor, Mrs. (Beila)",27,12.475,"female","yes","Southhampton",3
"Moore, Mr. Leonard Charles",NA,8.05,"male","no","Southhampton",3
"Moran, Miss. Bertha",NA,24.15,"female","yes","Queenstown",3
"Moran, Mr. Daniel J",NA,24.15,"male","no","Queenstown",3
"Moran, Mr. James",NA,8.4583,"male","no","Queenstown",3
"Morley, Mr. William",34,8.05,"male","no","Southhampton",3
"Morrow, Mr. Thomas Rowan",NA,7.75,"male","no","Queenstown",3
"Moss, Mr. Albert Johan",NA,7.775,"male","yes","Southhampton",3
"Moubarek, Master. Gerios",NA,15.2458,"male","yes","Cherbourg",3
"Moubarek, Master. Halim Gonios (""William George"")",NA,15.2458,"male","yes","Cherbourg",3
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",NA,15.2458,"female","yes","Cherbourg",3
"Moussa, Mrs. (Mantoura Boulos)",NA,7.2292,"female","yes","Cherbourg",3
"Moutal, Mr. Rahamin Haim",NA,8.05,"male","no","Southhampton",3
"Mullens, Miss. Katherine ""Katie""",NA,7.7333,"female","yes","Queenstown",3
"Mulvihill, Miss. Bertha E",24,7.75,"female","yes","Queenstown",3
"Murdlin, Mr. Joseph",NA,8.05,"male","no","Southhampton",3
"Murphy, Miss. Katherine ""Kate""",NA,15.5,"female","yes","Queenstown",3
"Murphy, Miss. Margaret Jane",NA,15.5,"female","yes","Queenstown",3
"Murphy, Miss. Nora",NA,15.5,"female","yes","Queenstown",3
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,7.75,"male","no","Southhampton",3
"Naidenoff, Mr. Penko",22,7.8958,"male","no","Southhampton",3
"Najib, Miss. Adele Kiamie ""Jane""",15,7.225,"female","yes","Cherbourg",3
"Nakid, Miss. Maria (""Mary"")",1,15.7417,"female","yes","Cherbourg",3
"Nakid, Mr. Sahid",20,15.7417,"male","yes","Cherbourg",3
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,15.7417,"female","yes","Cherbourg",3
"Nancarrow, Mr. William Henry",33,8.05,"male","no","Southhampton",3
"Nankoff, Mr. Minko",NA,7.8958,"male","no","Southhampton",3
"Nasr, Mr. Mustafa",NA,7.2292,"male","no","Cherbourg",3
"Naughton, Miss. Hannah",NA,7.75,"female","no","Queenstown",3
"Nenkoff, Mr. Christo",NA,7.8958,"male","no","Southhampton",3
"Nicola-Yarred, Master. Elias",12,11.2417,"male","yes","Cherbourg",3
"Nicola-Yarred, Miss. Jamila",14,11.2417,"female","yes","Cherbourg",3
"Nieminen, Miss. Manta Josefina",29,7.925,"female","no","Southhampton",3
"Niklasson, Mr. Samuel",28,8.05,"male","no","Southhampton",3
"Nilsson, Miss. Berta Olivia",18,7.775,"female","yes","Southhampton",3
"Nilsson, Miss. Helmina Josefina",26,7.8542,"female","yes","Southhampton",3
"Nilsson, Mr. August Ferdinand",21,7.8542,"male","no","Southhampton",3
"Nirva, Mr. Iisakki Antino Aijo",41,7.125,"male","no","Southhampton",3
"Niskanen, Mr. Juha",39,7.925,"male","yes","Southhampton",3
"Nosworthy, Mr. Richard Cater",21,7.8,"male","no","Southhampton",3
"Novel, Mr. Mansouer",28.5,7.2292,"male","no","Cherbourg",3
"Nysten, Miss. Anna Sofia",22,7.75,"female","yes","Southhampton",3
"Nysveen, Mr. Johan Hansen",61,6.2375,"male","no","Southhampton",3
"O'Brien, Mr. Thomas",NA,15.5,"male","no","Queenstown",3
"O'Brien, Mr. Timothy",NA,7.8292,"male","no","Queenstown",3
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",NA,15.5,"female","yes","Queenstown",3
"O'Connell, Mr. Patrick D",NA,7.7333,"male","no","Queenstown",3
"O'Connor, Mr. Maurice",NA,7.75,"male","no","Queenstown",3
"O'Connor, Mr. Patrick",NA,7.75,"male","no","Queenstown",3
"Odahl, Mr. Nils Martin",23,9.225,"male","no","Southhampton",3
"O'Donoghue, Ms. Bridget",NA,7.75,"female","no","Queenstown",3
"O'Driscoll, Miss. Bridget",NA,7.75,"female","yes","Queenstown",3
"O'Dwyer, Miss. Ellen ""Nellie""",NA,7.8792,"female","yes","Queenstown",3
"Ohman, Miss. Velin",22,7.775,"female","yes","Southhampton",3
"O'Keefe, Mr. Patrick",NA,7.75,"male","yes","Queenstown",3
"O'Leary, Miss. Hanora ""Norah""",NA,7.8292,"female","yes","Queenstown",3
"Olsen, Master. Artur Karl",9,3.1708,"male","yes","Southhampton",3
"Olsen, Mr. Henry Margido",28,22.525,"male","no","Southhampton",3
"Olsen, Mr. Karl Siegwart Andreas",42,8.4042,"male","no","Southhampton",3
"Olsen, Mr. Ole Martin",NA,7.3125,"male","no","Southhampton",3
"Olsson, Miss. Elina",31,7.8542,"female","no","Southhampton",3
"Olsson, Mr. Nils Johan Goransson",28,7.8542,"male","no","Southhampton",3
"Olsson, Mr. Oscar Wilhelm",32,7.775,"male","yes","Southhampton",3
"Olsvigen, Mr. Thor Anderson",20,9.225,"male","no","Southhampton",3
"Oreskovic, Miss. Jelka",23,8.6625,"female","no","Southhampton",3
"Oreskovic, Miss. Marija",20,8.6625,"female","no","Southhampton",3
"Oreskovic, Mr. Luka",20,8.6625,"male","no","Southhampton",3
"Osen, Mr. Olaf Elon",16,9.2167,"male","no","Southhampton",3
"Osman, Mrs. Mara",31,8.6833,"female","yes","Southhampton",3
"O'Sullivan, Miss. Bridget Mary",NA,7.6292,"female","no","Queenstown",3
"Palsson, Master. Gosta Leonard",2,21.075,"male","no","Southhampton",3
"Palsson, Master. Paul Folke",6,21.075,"male","no","Southhampton",3
"Palsson, Miss. Stina Viola",3,21.075,"female","no","Southhampton",3
"Palsson, Miss. Torborg Danira",8,21.075,"female","no","Southhampton",3
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29,21.075,"female","no","Southhampton",3
"Panula, Master. Eino Viljami",1,39.6875,"male","no","Southhampton",3
"Panula, Master. Juha Niilo",7,39.6875,"male","no","Southhampton",3
"Panula, Master. Urho Abraham",2,39.6875,"male","no","Southhampton",3
"Panula, Mr. Ernesti Arvid",16,39.6875,"male","no","Southhampton",3
"Panula, Mr. Jaako Arnold",14,39.6875,"male","no","Southhampton",3
"Panula, Mrs. Juha (Maria Emilia Ojala)",41,39.6875,"female","no","Southhampton",3
"Pasic, Mr. Jakob",21,8.6625,"male","no","Southhampton",3
"Patchett, Mr. George",19,14.5,"male","no","Southhampton",3
"Paulner, Mr. Uscher",NA,8.7125,"male","no","Cherbourg",3
"Pavlovic, Mr. Stefo",32,7.8958,"male","no","Southhampton",3
"Peacock, Master. Alfred Edward",0.75,13.775,"male","no","Southhampton",3
"Peacock, Miss. Treasteall",3,13.775,"female","no","Southhampton",3
"Peacock, Mrs. Benjamin (Edith Nile)",26,13.775,"female","no","Southhampton",3
"Pearce, Mr. Ernest",NA,7,"male","no","Southhampton",3
"Pedersen, Mr. Olaf",NA,7.775,"male","no","Southhampton",3
"Peduzzi, Mr. Joseph",NA,8.05,"male","no","Southhampton",3
"Pekoniemi, Mr. Edvard",21,7.925,"male","no","Southhampton",3
"Peltomaki, Mr. Nikolai Johannes",25,7.925,"male","no","Southhampton",3
"Perkin, Mr. John Henry",22,7.25,"male","no","Southhampton",3
"Persson, Mr. Ernst Ulrik",25,7.775,"male","yes","Southhampton",3
"Peter, Master. Michael J",NA,22.3583,"male","yes","Cherbourg",3
"Peter, Miss. Anna",NA,22.3583,"female","yes","Cherbourg",3
"Peter, Mrs. Catherine (Catherine Rizk)",NA,22.3583,"female","yes","Cherbourg",3
"Peters, Miss. Katie",NA,8.1375,"female","no","Queenstown",3
"Petersen, Mr. Marius",24,8.05,"male","no","Southhampton",3
"Petranec, Miss. Matilda",28,7.8958,"female","no","Southhampton",3
"Petroff, Mr. Nedelio",19,7.8958,"male","no","Southhampton",3
"Petroff, Mr. Pastcho (""Pentcho"")",NA,7.8958,"male","no","Southhampton",3
"Petterson, Mr. Johan Emil",25,7.775,"male","no","Southhampton",3
"Pettersson, Miss. Ellen Natalia",18,7.775,"female","no","Southhampton",3
"Pickard, Mr. Berk (Berk Trembisky)",32,8.05,"male","yes","Southhampton",3
"Plotcharsky, Mr. Vasil",NA,7.8958,"male","no","Southhampton",3
"Pokrnic, Mr. Mate",17,8.6625,"male","no","Southhampton",3
"Pokrnic, Mr. Tome",24,8.6625,"male","no","Southhampton",3
"Radeff, Mr. Alexander",NA,7.8958,"male","no","Southhampton",3
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",NA,8.1125,"female","no","Southhampton",3
"Razi, Mr. Raihed",NA,7.2292,"male","no","Cherbourg",3
"Reed, Mr. James George",NA,7.25,"male","no","Southhampton",3
"Rekic, Mr. Tido",38,7.8958,"male","no","Southhampton",3
"Reynolds, Mr. Harold J",21,8.05,"male","no","Southhampton",3
"Rice, Master. Albert",10,29.125,"male","no","Queenstown",3
"Rice, Master. Arthur",4,29.125,"male","no","Queenstown",3
"Rice, Master. Eric",7,29.125,"male","no","Queenstown",3
"Rice, Master. Eugene",2,29.125,"male","no","Queenstown",3
"Rice, Master. George Hugh",8,29.125,"male","no","Queenstown",3
"Rice, Mrs. William (Margaret Norton)",39,29.125,"female","no","Queenstown",3
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",22,39.6875,"female","no","Southhampton",3
"Rintamaki, Mr. Matti",35,7.125,"male","no","Southhampton",3
"Riordan, Miss. Johanna ""Hannah""",NA,7.7208,"female","yes","Queenstown",3
"Risien, Mr. Samuel Beard",NA,14.5,"male","no","Southhampton",3
"Risien, Mrs. Samuel (Emma)",NA,14.5,"female","no","Southhampton",3
"Robins, Mr. Alexander A",50,14.5,"male","no","Southhampton",3
"Robins, Mrs. Alexander A (Grace Charity Laury)",47,14.5,"female","no","Southhampton",3
"Rogers, Mr. William John",NA,8.05,"male","no","Southhampton",3
"Rommetvedt, Mr. Knud Paust",NA,7.775,"male","no","Southhampton",3
"Rosblom, Miss. Salli Helena",2,20.2125,"female","no","Southhampton",3
"Rosblom, Mr. Viktor Richard",18,20.2125,"male","no","Southhampton",3
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,20.2125,"female","no","Southhampton",3
"Roth, Miss. Sarah A",NA,8.05,"female","yes","Southhampton",3
"Rouse, Mr. Richard Henry",50,8.05,"male","no","Southhampton",3
"Rush, Mr. Alfred George John",16,8.05,"male","no","Southhampton",3
"Ryan, Mr. Edward",NA,7.75,"male","yes","Queenstown",3
"Ryan, Mr. Patrick",NA,24.15,"male","no","Queenstown",3
"Saad, Mr. Amin",NA,7.2292,"male","no","Cherbourg",3
"Saad, Mr. Khalil",25,7.225,"male","no","Cherbourg",3
"Saade, Mr. Jean Nassr",NA,7.225,"male","no","Cherbourg",3
"Sadlier, Mr. Matthew",NA,7.7292,"male","no","Queenstown",3
"Sadowitz, Mr. Harry",NA,7.575,"male","no","Southhampton",3
"Saether, Mr. Simon Sivertsen",38.5,7.25,"male","no","Southhampton",3
"Sage, Master. Thomas Henry",NA,69.55,"male","no","Southhampton",3
"Sage, Master. William Henry",14.5,69.55,"male","no","Southhampton",3
"Sage, Miss. Ada",NA,69.55,"female","no","Southhampton",3
"Sage, Miss. Constance Gladys",NA,69.55,"female","no","Southhampton",3
"Sage, Miss. Dorothy Edith ""Dolly""",NA,69.55,"female","no","Southhampton",3
"Sage, Miss. Stella Anna",NA,69.55,"female","no","Southhampton",3
"Sage, Mr. Douglas Bullen",NA,69.55,"male","no","Southhampton",3
"Sage, Mr. Frederick",NA,69.55,"male","no","Southhampton",3
"Sage, Mr. George John Jr",NA,69.55,"male","no","Southhampton",3
"Sage, Mr. John George",NA,69.55,"male","no","Southhampton",3
"Sage, Mrs. John (Annie Bullen)",NA,69.55,"female","no","Southhampton",3
"Salander, Mr. Karl Johan",24,9.325,"male","no","Southhampton",3
"Salkjelsvik, Miss. Anna Kristine",21,7.65,"female","yes","Southhampton",3
"Salonen, Mr. Johan Werner",39,7.925,"male","no","Southhampton",3
"Samaan, Mr. Elias",NA,21.6792,"male","no","Cherbourg",3
"Samaan, Mr. Hanna",NA,21.6792,"male","no","Cherbourg",3
"Samaan, Mr. Youssef",NA,21.6792,"male","no","Cherbourg",3
"Sandstrom, Miss. Beatrice Irene",1,16.7,"female","yes","Southhampton",3
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,16.7,"female","yes","Southhampton",3
"Sandstrom, Miss. Marguerite Rut",4,16.7,"female","yes","Southhampton",3
"Sap, Mr. Julius",25,9.5,"male","yes","Southhampton",3
"Saundercock, Mr. William Henry",20,8.05,"male","no","Southhampton",3
"Sawyer, Mr. Frederick Charles",24.5,8.05,"male","no","Southhampton",3
"Scanlan, Mr. James",NA,7.725,"male","no","Queenstown",3
"Sdycoff, Mr. Todor",NA,7.8958,"male","no","Southhampton",3
"Shaughnessy, Mr. Patrick",NA,7.75,"male","no","Queenstown",3
"Sheerlinck, Mr. Jan Baptist",29,9.5,"male","yes","Southhampton",3
"Shellard, Mr. Frederick William",NA,15.1,"male","no","Southhampton",3
"Shine, Miss. Ellen Natalia",NA,7.7792,"female","yes","Queenstown",3
"Shorney, Mr. Charles Joseph",NA,8.05,"male","no","Southhampton",3
"Simmons, Mr. John",NA,8.05,"male","no","Southhampton",3
"Sirayanian, Mr. Orsen",22,7.2292,"male","no","Cherbourg",3
"Sirota, Mr. Maurice",NA,8.05,"male","no","Southhampton",3
"Sivic, Mr. Husein",40,7.8958,"male","no","Southhampton",3
"Sivola, Mr. Antti Wilhelm",21,7.925,"male","no","Southhampton",3
"Sjoblom, Miss. Anna Sofia",18,7.4958,"female","yes","Southhampton",3
"Skoog, Master. Harald",4,27.9,"male","no","Southhampton",3
"Skoog, Master. Karl Thorsten",10,27.9,"male","no","Southhampton",3
"Skoog, Miss. Mabel",9,27.9,"female","no","Southhampton",3
"Skoog, Miss. Margit Elizabeth",2,27.9,"female","no","Southhampton",3
"Skoog, Mr. Wilhelm",40,27.9,"male","no","Southhampton",3
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,27.9,"female","no","Southhampton",3
"Slabenoff, Mr. Petco",NA,7.8958,"male","no","Southhampton",3
"Slocovski, Mr. Selman Francis",NA,8.05,"male","no","Southhampton",3
"Smiljanic, Mr. Mile",NA,8.6625,"male","no","Southhampton",3
"Smith, Mr. Thomas",NA,7.75,"male","no","Queenstown",3
"Smyth, Miss. Julia",NA,7.7333,"female","yes","Queenstown",3
"Soholt, Mr. Peter Andreas Lauritz Andersen",19,7.65,"male","no","Southhampton",3
"Somerton, Mr. Francis William",30,8.05,"male","no","Southhampton",3
"Spector, Mr. Woolf",NA,8.05,"male","no","Southhampton",3
"Spinner, Mr. Henry John",32,8.05,"male","no","Southhampton",3
"Staneff, Mr. Ivan",NA,7.8958,"male","no","Southhampton",3
"Stankovic, Mr. Ivan",33,8.6625,"male","no","Cherbourg",3
"Stanley, Miss. Amy Zillah Elsie",23,7.55,"female","yes","Southhampton",3
"Stanley, Mr. Edward Roland",21,8.05,"male","no","Southhampton",3
"Storey, Mr. Thomas",60.5,NA,"male","no","Southhampton",3
"Stoytcheff, Mr. Ilia",19,7.8958,"male","no","Southhampton",3
"Strandberg, Miss. Ida Sofia",22,9.8375,"female","no","Southhampton",3
"Stranden, Mr. Juho",31,7.925,"male","yes","Southhampton",3
"Strilic, Mr. Ivan",27,8.6625,"male","no","Southhampton",3
"Strom, Miss. Telma Matilda",2,10.4625,"female","no","Southhampton",3
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,10.4625,"female","no","Southhampton",3
"Sunderland, Mr. Victor Francis",16,8.05,"male","yes","Southhampton",3
"Sundman, Mr. Johan Julian",44,7.925,"male","yes","Southhampton",3
"Sutehall, Mr. Henry Jr",25,7.05,"male","no","Southhampton",3
"Svensson, Mr. Johan",74,7.775,"male","no","Southhampton",3
"Svensson, Mr. Johan Cervin",14,9.225,"male","yes","Southhampton",3
"Svensson, Mr. Olof",24,7.7958,"male","no","Southhampton",3
"Tenglin, Mr. Gunnar Isidor",25,7.7958,"male","yes","Southhampton",3
"Theobald, Mr. Thomas Leonard",34,8.05,"male","no","Southhampton",3
"Thomas, Master. Assad Alexander",0.4167,8.5167,"male","yes","Cherbourg",3
"Thomas, Mr. Charles P",NA,6.4375,"male","no","Cherbourg",3
"Thomas, Mr. John",NA,6.4375,"male","no","Cherbourg",3
"Thomas, Mr. Tannous",NA,7.225,"male","no","Cherbourg",3
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",16,8.5167,"female","yes","Cherbourg",3
"Thomson, Mr. Alexander Morrison",NA,8.05,"male","no","Southhampton",3
"Thorneycroft, Mr. Percival",NA,16.1,"male","no","Southhampton",3
"Thorneycroft, Mrs. Percival (Florence Kate White)",NA,16.1,"female","yes","Southhampton",3
"Tikkanen, Mr. Juho",32,7.925,"male","no","Southhampton",3
"Tobin, Mr. Roger",NA,7.75,"male","no","Queenstown",3
"Todoroff, Mr. Lalio",NA,7.8958,"male","no","Southhampton",3
"Tomlin, Mr. Ernest Portage",30.5,8.05,"male","no","Southhampton",3
"Torber, Mr. Ernst William",44,8.05,"male","no","Southhampton",3
"Torfa, Mr. Assad",NA,7.2292,"male","no","Cherbourg",3
"Tornquist, Mr. William Henry",25,0,"male","yes","Southhampton",3
"Toufik, Mr. Nakli",NA,7.2292,"male","no","Cherbourg",3
"Touma, Master. Georges Youssef",7,15.2458,"male","yes","Cherbourg",3
"Touma, Miss. Maria Youssef",9,15.2458,"female","yes","Cherbourg",3
"Touma, Mrs. Darwis (Hanne Youssef Razi)",29,15.2458,"female","yes","Cherbourg",3
"Turcin, Mr. Stjepan",36,7.8958,"male","no","Southhampton",3
"Turja, Miss. Anna Sofia",18,9.8417,"female","yes","Southhampton",3
"Turkula, Mrs. (Hedwig)",63,9.5875,"female","yes","Southhampton",3
"van Billiard, Master. James William",NA,14.5,"male","no","Southhampton",3
"van Billiard, Master. Walter John",11.5,14.5,"male","no","Southhampton",3
"van Billiard, Mr. Austin Blyler",40.5,14.5,"male","no","Southhampton",3
"Van Impe, Miss. Catharina",10,24.15,"female","no","Southhampton",3
"Van Impe, Mr. Jean Baptiste",36,24.15,"male","no","Southhampton",3
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30,24.15,"female","no","Southhampton",3
"van Melkebeke, Mr. Philemon",NA,9.5,"male","no","Southhampton",3
"Vande Velde, Mr. Johannes Joseph",33,9.5,"male","no","Southhampton",3
"Vande Walle, Mr. Nestor Cyriel",28,9.5,"male","no","Southhampton",3
"Vanden Steen, Mr. Leo Peter",28,9.5,"male","no","Southhampton",3
"Vander Cruyssen, Mr. Victor",47,9,"male","no","Southhampton",3
"Vander Planke, Miss. Augusta Maria",18,18,"female","no","Southhampton",3
"Vander Planke, Mr. Julius",31,18,"male","no","Southhampton",3
"Vander Planke, Mr. Leo Edmondus",16,18,"male","no","Southhampton",3
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31,18,"female","no","Southhampton",3
"Vartanian, Mr. David",22,7.225,"male","yes","Cherbourg",3
"Vendel, Mr. Olof Edvin",20,7.8542,"male","no","Southhampton",3
"Vestrom, Miss. Hulda Amanda Adolfina",14,7.8542,"female","no","Southhampton",3
"Vovk, Mr. Janko",22,7.8958,"male","no","Southhampton",3
"Waelens, Mr. Achille",22,9,"male","no","Southhampton",3
"Ware, Mr. Frederick",NA,8.05,"male","no","Southhampton",3
"Warren, Mr. Charles William",NA,7.55,"male","no","Southhampton",3
"Webber, Mr. James",NA,8.05,"male","no","Southhampton",3
"Wenzel, Mr. Linhart",32.5,9.5,"male","no","Southhampton",3
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",38,7.2292,"female","yes","Cherbourg",3
"Widegren, Mr. Carl/Charles Peter",51,7.75,"male","no","Southhampton",3
"Wiklund, Mr. Jakob Alfred",18,6.4958,"male","no","Southhampton",3
"Wiklund, Mr. Karl Johan",21,6.4958,"male","no","Southhampton",3
"Wilkes, Mrs. James (Ellen Needs)",47,7,"female","yes","Southhampton",3
"Willer, Mr. Aaron (""Abi Weller"")",NA,8.7125,"male","no","Southhampton",3
"Willey, Mr. Edward",NA,7.55,"male","no","Southhampton",3
"Williams, Mr. Howard Hugh ""Harry""",NA,8.05,"male","no","Southhampton",3
"Williams, Mr. Leslie",28.5,16.1,"male","no","Southhampton",3
"Windelov, Mr. Einar",21,7.25,"male","no","Southhampton",3
"Wirz, Mr. Albert",27,8.6625,"male","no","Southhampton",3
"Wiseman, Mr. Phillippe",NA,7.25,"male","no","Southhampton",3
"Wittevrongel, Mr. Camille",36,9.5,"male","no","Southhampton",3
"Yasbeck, Mr. Antoni",27,14.4542,"male","no","Cherbourg",3
"Yasbeck, Mrs. Antoni (Selini Alexander)",15,14.4542,"female","yes","Cherbourg",3
"Youseff, Mr. Gerious",45.5,7.225,"male","no","Cherbourg",3
"Yousif, Mr. Wazli",NA,7.225,"male","no","Cherbourg",3
"Yousseff, Mr. Gerious",NA,14.4583,"male","no","Cherbourg",3
"Zabour, Miss. Hileni",14.5,14.4542,"female","no","Cherbourg",3
"Zabour, Miss. Thamine",NA,14.4542,"female","no","Cherbourg",3
"Zakarian, Mr. Mapriededer",26.5,7.225,"male","no","Cherbourg",3
"Zakarian, Mr. Ortin",27,7.225,"male","no","Cherbourg",3
"Zimmerman, Mr. Leo",29,7.875,"male","no","Southhampton",3
"",NA,NA,"","","",NA
